occurrence_id,paragraph/table location,claim_text,source_key,source_title,semantic_status,evidence_note,evidence_locator,verification_url,source_page,exact_heading,support_scope,recommended_action
OCC-0143,p_295,"Tuy nhiên, khẳng định sự vượt trội này là một giả thuyết nghiên cứu yêu cầu kiểm thử thực nghiệm tường minh ở các mô hình hạ nguồn thông qua giao thức CTRL-PRIV-001, bao gồm đánh giá MIA  [18]",Shokri2017MembershipInference,Membership Inference Attacks Against Machine Learning Models,SUPPORTED,Shokri et al. (S&P 2017) cung cấp phương pháp luận thực nghiệm để kiểm chứng giả thuyết về mức độ an toàn riêng tư của kiến trúc mô hình.,https://doi.org/10.1109/SP.2017.41 | p. 6-12 | IV. EXPERIMENTAL SETUP & V. EVALUATION,https://doi.org/10.1109/SP.2017.41,p. 6-12,IV. EXPERIMENTAL SETUP & V. EVALUATION,MIA_HYPOTHESIS_TESTING,NONE
OCC-0144,p_295,"Tuy nhiên, khẳng định sự vượt trội này là một giả thuyết nghiên cứu yêu cầu kiểm thử thực nghiệm tường minh ở các mô hình hạ nguồn thông qua giao thức CTRL-PRIV-001, bao gồm đánh giá MIA  [18], tấn công nghịch đảo theo nguyên lý Fredrikson et al. [19]",Fredrikson2015ModelInversion,Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,SUPPORTED,Fredrikson et al. (CCS 2015) cung cấp quy trình thực nghiệm để kiểm chứng khả năng chống chịu tấn công đảo ngược mô hình.,https://doi.org/10.1145/2810103.2813677 | p. 6-8 | 4. EVALUATION,https://doi.org/10.1145/2810103.2813677,p. 6-8,4. EVALUATION,INVERSION_HYPOTHESIS_TESTING,NONE
OCC-0145,p_313,"Bộ trích xuất tuần tự ngữ nghĩa tiếp nhận chuỗi các sự kiện kiểu hóa trong cửa sổ ngắn hạn  gồm  sự kiện liên tiếp, kế thừa kiến trúc Self-Attention tiêu chuẩn  [28]",Vaswani2017Transformer,Attention Is All You Need,SUPPORTED,Vaswani et al. (NeurIPS 2017) mô tả kiến trúc bộ mã hóa Transformer xử lý chuỗi đầu vào thông qua các lớp chú ý tự thân và mạng truyền thẳng.,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html | p. 2-3 | 3 Model Architecture (3.1 Encoder and Decoder Stacks),https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,p. 2-3,3 Model Architecture (3.1 Encoder and Decoder Stacks),TRANSFORMER_SEQUENCE_ENCODER,NONE
OCC-0146,p_317,"và  là hàm mã hóa thời gian liên tục điều hòa (Harmonic Time Encoding) dạng , kế thừa nguyên lý mã hóa thời gian liên tục trên đồ thị động  [39]",Xu2020TGAT,Inductive Representation Learning on Temporal Graphs,SUPPORTED,"Xu et al. (ICLR 2020) đề xuất phương pháp mã hóa thời gian liên tục điều hòa (Harmonic Time Encoding) dựa trên Định lý Bochner, ánh xạ khoảng thời gian delta t thành vector liên tục bảo toàn cấu trúc trật tự thời gian.",https://openreview.net/forum?id=rJeEk24FPr | p. 3-4 | 3 HARMONIC TIME ENCODING (Eq. 1-3 & Theorem 1),https://openreview.net/forum?id=rJeEk24FPr,p. 3-4,3 HARMONIC TIME ENCODING (Eq. 1-3 & Theorem 1),HARMONIC_TIME_ENCODING,NONE
OCC-0147,p_320,Thích ứng từ phương pháp LogBERT  [24],Guo2021LogBERT,LogBERT: Log Anomaly Detection via BERT,SUPPORTED,Guo et al. (IJCNN 2021) thiết lập cơ chế huấn luyện che từ tố ngẫu nhiên (Masked LM) cho chuỗi sự kiện nhật ký.,https://doi.org/10.1109/IJCNN52387.2021.9534113 | p. 3-4 | III. METHODOLOGY (B. Pre-training LogBERT),https://doi.org/10.1109/IJCNN52387.2021.9534113,p. 3-4,III. METHODOLOGY (B. Pre-training LogBERT),LOGBERT_MASKED_ADAPTATION,NONE
OCC-0148,p_350,"Khi áp dụng mạng nơ-ron đồ thị trên đồ thị nguồn gốc có đường kính lớn, hai rủi ro kiến trúc phổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]",Oono2020OverSmoothing,Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,SUPPORTED,"Oono & Suzuki (ICLR 2020) chứng minh nguy cơ làm mịn quá mức khi số lớp GNN tăng trên đồ thị lớn, khiến các vector biểu diễn nút mất khả năng phân biệt.",https://openreview.net/forum?id=S1ldO2EFPr | p. 3-4 | 3 MAIN RESULTS (Theorem 1),https://openreview.net/forum?id=S1ldO2EFPr,p. 3-4,3 MAIN RESULTS (Theorem 1),OVER_SMOOTHING_DIAMETER,NONE
OCC-0149,p_350,"Khi áp dụng mạng nơ-ron đồ thị trên đồ thị nguồn gốc có đường kính lớn, hai rủi ro kiến trúc phổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]) khiến biểu diễn các đỉnh hội tụ về các vector khó phân biệt, và hiện tượng nghẽn cổ chai thông tin (Over-squashing, Alon & Yahav  [37]",Alon2021OverSquashing,On the Bottleneck of Graph Neural Networks and its Practical Implications,SUPPORTED,Alon & Yahav (ICLR 2021) phân tích hiện tượng nghẽn cổ chai thông tin khi truyền tin qua các nút trung tâm trên đồ thị có đường kính lớn.,https://openreview.net/forum?id=i80OPhOCVH2 | p. 2-5 | 2 THE OVER-SQUASHING PHENOMENON & 3 THEORETICAL ANALYSIS,https://openreview.net/forum?id=i80OPhOCVH2,p. 2-5,2 THE OVER-SQUASHING PHENOMENON & 3 THEORETICAL ANALYSIS,OVER_SQUASHING_DIAMETER,NONE
OCC-0150,p_359,Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40],Rossi2020TGN,Temporal Graph Networks for Deep Learning on Dynamic Graphs,SUPPORTED,Rossi et al. (NeurIPS 2020) đề xuất khung Temporal Graph Networks (TGN) kết hợp module bộ nhớ trạng thái và hàm truyền thông điệp tương tác thời gian liên tục.,https://arxiv.org/abs/2006.10637 | p. 3-5 | 3 Temporal Graph Networks (3.1 Memory & 3.2 Message Function),https://arxiv.org/abs/2006.10637,p. 3-5,3 Temporal Graph Networks (3.1 Memory & 3.2 Message Function),DYNAMIC_GRAPH_MEMORY,NONE
OCC-0151,p_359,Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40] cùng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],Cheng2024KAIROS,KAIROS: Practical Intrusion Detection and Investigation using Whole-system Provenance,SUPPORTED,Cheng et al. (S&P 2024) thiết lập các nguyên lý thiết kế đồ thị nguồn gốc hệ thống và học biểu diễn thời gian phục vụ phát hiện xâm nhập thực tiễn.,https://doi.org/10.1109/SP54263.2024.00005 | p. 5-8 | 4. KAIROS Framework (4.1. Graph Construction & 4.2. Graph Learning),https://doi.org/10.1109/SP54263.2024.00005,p. 5-8,4. KAIROS Framework (4.1. Graph Construction & 4.2. Graph Learning),PROVENANCE_GNN_DESIGN_KAIROS,NONE
OCC-0152,p_359,"Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40] cùng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30]",Li2024NODLINK,NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,SUPPORTED,Li et al. (NDSS 2024) thiết lập cơ chế quản lý đồ thị nguồn gốc trực tuyến và trích xuất đặc trưng hạt mịn từ các sự kiện hệ thống.,https://doi.org/10.14722/ndss.2024.23204 | p. 4-6 | IV. OVERVIEW OF NODLINK & V. DESIGN DETAILS,https://doi.org/10.14722/ndss.2024.23204,p. 4-6,IV. OVERVIEW OF NODLINK & V. DESIGN DETAILS,PROVENANCE_GNN_DESIGN_NODLINK,NONE
OCC-0153,p_359,"Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40] cùng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31]",Jia2024MAGIC,MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,SUPPORTED,Jia et al. (USENIX Security 2024) thiết lập nguyên lý học biểu diễn đồ thị nguồn gốc tự giám sát nhằm tăng cường khả năng tổng quát hóa.,"https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian | p. 4, 6-8 | 3 MAGIC Overview & 4 Design Details (4.1 & 4.2)",https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian,"p. 4, 6-8",3 MAGIC Overview & 4 Design Details (4.1 & 4.2),PROVENANCE_GNN_DESIGN_MAGIC,NONE
OCC-0154,p_359,"Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40] cùng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31],  [32]",Jiang2025ORTHRUS,ORTHRUS: Achieving High Quality of Attribution in Provenance-based Intrusion Detection Systems,SUPPORTED,Jiang et al. (USENIX Security 2025) thiết lập nguyên lý tách biệt đặc trưng cấu trúc và ngữ nghĩa thuộc tính trên đồ thị nguồn gốc.,https://www.usenix.org/conference/usenixsecurity25/presentation/jiang-baoxiang | p. 4-8 | 4 ORTHRUS Framework (4.1 Graph Construction & 4.3 Temporal Graph Learning),https://www.usenix.org/conference/usenixsecurity25/presentation/jiang-baoxiang,p. 4-8,4 ORTHRUS Framework (4.1 Graph Construction & 4.3 Temporal Graph Learning),PROVENANCE_GNN_DESIGN_ORTHRUS,NONE
OCC-0155,p_368,Kế thừa cảm hứng từ mô hình MAGIC  [31],Jia2024MAGIC,MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,SUPPORTED,Jia et al. (USENIX Security 2024) thiết kế cơ chế che thuộc tính nút ngẫu nhiên và giải mã khôi phục để huấn luyện bộ biểu diễn đồ thị nguồn gốc.,https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian | p. 6-8 | 4.2 Graph Representation Module (4.2.1 Feature Masking & 4.2.3 Graph Decoder),https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian,p. 6-8,4.2 Graph Representation Module (4.2.1 Feature Masking & 4.2.3 Graph Decoder),MAGIC_MASKED_AUTOENCODER_INSPIRATION,NONE
OCC-0156,p_378,"Khi áp dụng mạng nơ-ron đồ thị trên đồ thị nguồn gốc có đường kính lớn, hai rủi ro kiến trúc phổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]",Oono2020OverSmoothing,Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,SUPPORTED,Oono & Suzuki (ICLR 2020) chứng minh rủi ro kiến trúc của hiện tượng Over-smoothing khi áp dụng GNN nhiều lớp trên đồ thị có đường kính lớn.,https://openreview.net/forum?id=S1ldO2EFPr | p. 3-4 | 3 MAIN RESULTS (Theorem 1),https://openreview.net/forum?id=S1ldO2EFPr,p. 3-4,3 MAIN RESULTS (Theorem 1),OVER_SMOOTHING_RISK_GNN,NONE
OCC-0157,p_378,"Khi áp dụng mạng nơ-ron đồ thị trên đồ thị nguồn gốc có đường kính lớn, hai rủi ro kiến trúc phổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]) khiến biểu diễn các đỉnh hội tụ về các vector khó phân biệt, và hiện tượng nghẽn cổ chai thông tin (Over-squashing, Alon & Yahav  [37]",Alon2021OverSquashing,On the Bottleneck of Graph Neural Networks and its Practical Implications,SUPPORTED,Alon & Yahav (ICLR 2021) chứng minh rủi ro mất mát thông tin tầm xa do nghẽn cổ chai thông tin (Over-squashing) trên các đồ thị có đường kính lớn.,https://openreview.net/forum?id=i80OPhOCVH2 | p. 2-5 | 2 THE OVER-SQUASHING PHENOMENON & 3 THEORETICAL ANALYSIS,https://openreview.net/forum?id=i80OPhOCVH2,p. 2-5,2 THE OVER-SQUASHING PHENOMENON & 3 THEORETICAL ANALYSIS,OVER_SQUASHING_RISK_GNN,NONE
OCC-0158,p_400,"Tránh hiện tượng mất mát thông tin cấu trúc đặc thù khi ép hai vector biểu diễn gốc  và  phải hội tụ về cùng một điểm, chuyên đề áp dụng nguyên lý phân tách không gian theo SimCLR  [21]",Chen2020SimCLR,A Simple Framework for Contrastive Learning of Visual Representations,SUPPORTED,Chen et al. (ICML 2020) chứng minh việc sử dụng đầu chiếu phi tuyến g(h) để phân tách không gian biểu diễn h và không gian tối ưu tương phản z giúp giữ lại nhiều thông tin hữu ích cho tác vụ hạ nguồn.,http://proceedings.mlr.press/v119/chen20j.html | p. 2-3 | 2. Method (2.1. The Contrastive Learning Framework),http://proceedings.mlr.press/v119/chen20j.html,p. 2-3,2. Method (2.1. The Contrastive Learning Framework),PROJECTION_HEAD_SEPARATION_SIMCLR,NONE
OCC-0159,p_400,"Tránh hiện tượng mất mát thông tin cấu trúc đặc thù khi ép hai vector biểu diễn gốc  và  phải hội tụ về cùng một điểm, chuyên đề áp dụng nguyên lý phân tách không gian theo SimCLR  [21] và VICReg  [12]",Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,"Bardes et al. (ICLR 2022) sử dụng mạng mở rộng (projector) phi tuyến để áp dụng các điều hòa phương sai và hiệp phương sai, bảo toàn đặc trưng ban đầu của bộ mã hóa.",https://openreview.net/forum?id=xm6YD62D1Ub | p. 4-5 | 4 VICREG: DETAILED DESCRIPTION (4.1 METHOD),https://openreview.net/forum?id=xm6YD62D1Ub,p. 4-5,4 VICREG: DETAILED DESCRIPTION (4.1 METHOD),PROJECTION_HEAD_SEPARATION_VICREG,NONE
OCC-0160,p_405,InfoNCE/CPC  [41],Oord2018CPC,Representation Learning with Contrastive Predictive Coding,SUPPORTED,Oord et al. (2018) đề xuất hàm mất mát InfoNCE và chứng minh việc tối ưu hóa nó tối đa hóa chặn dưới của thông tin tương hỗ giữa các biểu diễn.,https://arxiv.org/abs/1807.03748 | p. 2-4 | 2 Contrastive Predictive Coding (Eq. 4 & Eq. 5),https://arxiv.org/abs/1807.03748,p. 2-4,2 Contrastive Predictive Coding (Eq. 4 & Eq. 5),INFONCE_OBJECTIVE,NONE
OCC-0161,p_405,"InfoNCE/CPC  [41], SimCLR  [21]",Chen2020SimCLR,A Simple Framework for Contrastive Learning of Visual Representations,SUPPORTED,Chen et al. (ICML 2020) xây dựng khung học tương phản dựa trên NT-Xent (biến thể InfoNCE) với tập mẫu âm được lấy từ trong batch.,http://proceedings.mlr.press/v119/chen20j.html | p. 2-3 | 2. Method (2.1. The Contrastive Learning Framework),http://proceedings.mlr.press/v119/chen20j.html,p. 2-3,2. Method (2.1. The Contrastive Learning Framework),SIMCLR_OBJECTIVE,NONE
OCC-0162,p_405,"InfoNCE/CPC  [41], SimCLR  [21], Barlow Twins  [13]",Zbontar2021BarlowTwins,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,SUPPORTED,Zbontar et al. (ICML 2021) đề xuất hàm mất mát triệt tiêu dư thừa thông tin dựa trên ma trận tương quan chéo giữa hai nhánh mạng.,http://proceedings.mlr.press/v139/zbontar21a.html | p. 2-3 | 2. Method (Eq. 1),http://proceedings.mlr.press/v139/zbontar21a.html,p. 2-3,2. Method (Eq. 1),BARLOW_TWINS_OBJECTIVE,NONE
OCC-0163,p_405,"InfoNCE/CPC  [41], SimCLR  [21], Barlow Twins  [13], và VICReg  [12]",Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,"Bardes et al. (ICLR 2022) thiết lập hàm mất mát VICReg kết hợp ba thành phần: bất biến (invariance), phương sai (variance) và hiệp phương sai (covariance).",https://openreview.net/forum?id=xm6YD62D1Ub | p. 4-5 | 4.1 METHOD (Eq. 1 - Eq. 4),https://openreview.net/forum?id=xm6YD62D1Ub,p. 4-5,4.1 METHOD (Eq. 1 - Eq. 4),VICREG_OBJECTIVE,NONE
OCC-0164,p_407,"Từ phân tích phương pháp luận trên, chuyên đề lựa chọn VICReg (Variance-Invariance-Covariance Regularization)  [12]",Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,Bardes et al. (ICLR 2022) cung cấp cơ sở lý thuyết cho việc lựa chọn cơ chế chính quy hóa hình học không gian không phụ thuộc mẫu âm.,"https://openreview.net/forum?id=xm6YD62D1Ub | p. 2, 4-5 | 2 VICREG: INTUITION & 4.1 METHOD",https://openreview.net/forum?id=xm6YD62D1Ub,"p. 2, 4-5",2 VICREG: INTUITION & 4.1 METHOD,VICREG_METHODOLOGICAL_SELECTION,NONE
OCC-0165,p_407,Theo Bardes et al.  [12],Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,Bardes et al. (ICLR 2022) định nghĩa tường minh hàm mất mát phương sai dạng bản lề v(Z) và hàm mất mát hiệp phương sai c(Z) nhằm giải quyết sụp đổ biểu diễn.,https://openreview.net/forum?id=xm6YD62D1Ub | p. 4-5 | 4.1 METHOD (Variance & Covariance Regularization),https://openreview.net/forum?id=xm6YD62D1Ub,p. 4-5,4.1 METHOD (Variance & Covariance Regularization),VICREG_VARIANCE_COVARIANCE_TERMS,NONE
OCC-0166,p_407,"Giả thuyết này được đề xuất làm cơ sở kiến trúc cho khung gióng hàng đa góc nhìn, trong khi việc đối sánh triệt tiêu định lượng với InfoNCE/CPC  [41]",Oord2018CPC,Representation Learning with Contrastive Predictive Coding,SUPPORTED,Oord et al. (2018) đóng vai trò là phương pháp đối chứng đại diện cho trường phái học tương phản sử dụng mẫu âm (negative samples).,https://arxiv.org/abs/1807.03748 | p. 2-4 | 2 Contrastive Predictive Coding,https://arxiv.org/abs/1807.03748,p. 2-4,2 Contrastive Predictive Coding,INFONCE_CONTRASTIVE_BENCHMARK,NONE
OCC-0167,p_407,"Giả thuyết này được đề xuất làm cơ sở kiến trúc cho khung gióng hàng đa góc nhìn, trong khi việc đối sánh triệt tiêu định lượng với InfoNCE/CPC  [41], SimCLR  [21]",Chen2020SimCLR,A Simple Framework for Contrastive Learning of Visual Representations,SUPPORTED,Chen et al. (ICML 2020) đóng vai trò là phương pháp đối chứng đại diện cho cơ chế triệt tiêu định danh dựa trên phân bố mẫu âm đối kháng.,http://proceedings.mlr.press/v119/chen20j.html | p. 2-3 | 2. Method,http://proceedings.mlr.press/v119/chen20j.html,p. 2-3,2. Method,SIMCLR_CONTRASTIVE_BENCHMARK,NONE
OCC-0168,p_407,"Giả thuyết này được đề xuất làm cơ sở kiến trúc cho khung gióng hàng đa góc nhìn, trong khi việc đối sánh triệt tiêu định lượng với InfoNCE/CPC  [41], SimCLR  [21] và Barlow Twins  [13]",Zbontar2021BarlowTwins,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,SUPPORTED,Zbontar et al. (ICML 2021) đóng vai trò là phương pháp đối chứng thực nghiệm đại diện cho nguyên lý triệt tiêu dư thừa thông tin qua ma trận tương quan chéo.,http://proceedings.mlr.press/v139/zbontar21a.html | p. 2-3 | 2. Method,http://proceedings.mlr.press/v139/zbontar21a.html,p. 2-3,2. Method,BARLOW_TWINS_BENCHMARK,NONE
OCC-0169,p_422,Chuyên đề xử lý vấn đề này theo khung tiếp cận của CPM-Nets  [42],Zhang2019CPMNets,CPM-Nets: Cross Partial Multi-View Networks,SUPPORTED,Zhang et al. (NeurIPS 2019) đề xuất khung học đa góc nhìn CPM-Nets giải quyết bài toán khuyết góc nhìn (Missing-View / Incomplete Telemetry) bằng cách học không gian tiềm ẩn chung và ràng buộc tính hoàn chỉnh.,https://proceedings.neurips.cc/paper/2019/hash/11b9842e0a271ff252c1903e7132cd68-Abstract.html | p. 3-5 | 3 CPM-Nets Framework & 3.1 Completeness Constraint,https://proceedings.neurips.cc/paper/2019/hash/11b9842e0a271ff252c1903e7132cd68-Abstract.html,p. 3-5,3 CPM-Nets Framework & 3.1 Completeness Constraint,CPM_NETS_MISSING_VIEW,NONE
OCC-0170,p_463,"Khi tối ưu hóa liên hợp, chuyên đề đề xuất áp dụng kỹ thuật phẫu thuật gradient PCGrad  [43]",Yu2020PCGrad,Gradient Surgery for Multi-Task Learning,SUPPORTED,"Yu et al. (NeurIPS 2020) đề xuất thuật toán phẫu thuật gradient PCGrad: khi gradient của các nhiệm vụ xung đột (tích vô hướng âm), gradient được chiếu trực giao lên tiếp diện của nhau để loại bỏ can thiệp tiêu cực.",https://proceedings.neurips.cc/paper/2020/hash/3fe78a8acc1328e7a18cf0817a08648c-Abstract.html | p. 3-4 | 3 Projecting Conflicting Gradients (PCGrad: Algorithm 1),https://proceedings.neurips.cc/paper/2020/hash/3fe78a8acc1328e7a18cf0817a08648c-Abstract.html,p. 3-4,3 Projecting Conflicting Gradients (PCGrad: Algorithm 1),PCGRAD_GRADIENT_SURGERY,NONE
OCC-0171,p_470,Chuyên đề đề xuất áp dụng cơ chế Attention-based Deep MIL của Ilse et al.  [44],Ilse2018AttentionMIL,Attention-based Deep Multiple Instance Learning,SUPPORTED,"Ilse et al. (ICML 2018) đề xuất cơ chế học đa thể hiện dựa trên chú ý có cổng (Gated Attention-based Deep MIL), tự động học trọng số thích ứng để tổng hợp các thể hiện thành biểu diễn của túi.",http://proceedings.mlr.press/v80/ilse18a.html | p. 3-4 | 3. Gated Attention Mechanism (Eq. 7 & Eq. 8),http://proceedings.mlr.press/v80/ilse18a.html,p. 3-4,3. Gated Attention Mechanism (Eq. 7 & Eq. 8),ATTENTION_DEEP_MIL,NONE
OCC-0172,p_517,"Khác với các phương pháp xáo trộn ngẫu nhiên truyền thống có nguy cơ rò rỉ thông tin thời gian, nghiên cứu đề xuất và áp dụng quy trình phân chia dữ liệu theo thứ tự dòng thời gian không nhìn trước (leakage-safe chronological split), tuân thủ khuyến nghị tránh rò rỉ thời gian (temporal snooping) của Arp et al.  [10]",Arp2022DosDonts,Dos and Don'ts of Machine Learning in Computer Security,SUPPORTED,Arp et al. (USENIX Security 2022) khuyến nghị bắt buộc phải áp dụng quy trình phân chia dữ liệu theo thứ tự thời gian không nhìn trước (temporal split) để tránh rò rỉ thông tin thời gian (temporal snooping).,"https://www.usenix.org/conference/usenixsecurity22/presentation/arp | p. 3, 13 | 2.2 System Design (P3 Data Snooping) & 5 Recommendations",https://www.usenix.org/conference/usenixsecurity22/presentation/arp,"p. 3, 13",2.2 System Design (P3 Data Snooping) & 5 Recommendations,CHRONOLOGICAL_SPLIT_SNOOPING,NONE
OCC-0173,p_517,Khung đối chuẩn nghiên cứu bao quát 4 tập dữ liệu đại diện cho các miền viễn trắc an ninh khác nhau (DARPA TC E3  [14],DARPA2018TCE3,Transparent Computing Engagement 3 Data Release,SUPPORTED,Tài liệu DARPA TC E3 xác lập tập dữ liệu viễn trắc kiểm toán hệ thống chuẩn cho đối chuẩn nghiên cứu an ninh mạng.,https://github.com/darpa-i2o/transparent-computing | Engagement 3 Release | Engagement 3 Release Documentation,https://github.com/darpa-i2o/transparent-computing,Engagement 3 Release,Engagement 3 Release Documentation,DARPA_E3_BENCHMARK_SELECTION,NONE
OCC-0174,p_517,"Khung đối chuẩn nghiên cứu bao quát 4 tập dữ liệu đại diện cho các miền viễn trắc an ninh khác nhau (DARPA TC E3  [14], LANL  [16]",Kent2015LANL,"Comprehensive, Multi-Source Cyber-Security Events",SUPPORTED,Báo cáo dữ liệu LANL xác lập tập dữ liệu sự kiện mạng và máy chủ doanh nghiệp quy mô lớn phục vụ đối chuẩn an ninh.,https://doi.org/10.17021/1179829 | p. 1-3 | Section 2 (Data Description),https://doi.org/10.17021/1179829,p. 1-3,Section 2 (Data Description),LANL_BENCHMARK_SELECTION,NONE
OCC-0175,p_517,"Khung đối chuẩn nghiên cứu bao quát 4 tập dữ liệu đại diện cho các miền viễn trắc an ninh khác nhau (DARPA TC E3  [14], LANL  [16], HDFS (Xu et al.  [17]",Xu2009HDFS,Detecting Large-Scale System Problems by Mining Console Logs,SUPPORTED,Xu et al. (SOSP 2009) cung cấp tập dữ liệu nhật ký phân tán chuẩn HDFS làm cơ sở đối chuẩn cho các thuật toán phát hiện bất thường.,https://doi.org/10.1145/1629575.1629587 | p. 123-126 | 4.1 HDFS: Online Hadoop File System,https://doi.org/10.1145/1629575.1629587,p. 123-126,4.1 HDFS: Online Hadoop File System,HDFS_BENCHMARK_SELECTION,NONE
OCC-0176,p_517,LogHub  [9],Zhu2023Loghub,Loghub: A Large Collection of System Log Datasets for AI-driven Log Analytics,SUPPORTED,Zhu et al. (ISSRE 2023) chuẩn hóa tập dữ liệu HDFS trong bộ benchmark Loghub phục vụ đánh giá thực nghiệm phát hiện bất thường.,https://doi.org/10.1109/ISSRE59848.2023.00071 | p. 2-3 | II. LOGHUB DATASETS (A. Distributed Systems & TABLE I),https://doi.org/10.1109/ISSRE59848.2023.00071,p. 2-3,II. LOGHUB DATASETS (A. Distributed Systems & TABLE I),LOGHUB_HDFS_BENCHMARK,NONE
OCC-0177,p_517,LogHub  [9]) và BGL (LogHub  [9],Zhu2023Loghub,Loghub: A Large Collection of System Log Datasets for AI-driven Log Analytics,SUPPORTED,Zhu et al. (ISSRE 2023) chuẩn hóa tập dữ liệu BGL trong bộ benchmark Loghub phục vụ đánh giá thực nghiệm phát hiện bất thường.,https://doi.org/10.1109/ISSRE59848.2023.00071 | p. 3-4 | II. LOGHUB DATASETS (B. Supercomputers & TABLE I),https://doi.org/10.1109/ISSRE59848.2023.00071,p. 3-4,II. LOGHUB DATASETS (B. Supercomputers & TABLE I),LOGHUB_BGL_BENCHMARK,NONE
OCC-0178,"t_10(1,1)",Sử dụng phân bố mẫu âm (Negative pairs) để đẩy xa các phiên khác nhau  [41],Oord2018CPC,Representation Learning with Contrastive Predictive Coding,SUPPORTED,Oord et al. (2018) thiết lập hàm mất mát InfoNCE sử dụng phân bố các cặp mẫu âm (negative pairs) để phân tách các phiên dữ liệu khác nhau.,https://arxiv.org/abs/1807.03748 | p. 2-4 | 2 Contrastive Predictive Coding (Eq. 4),https://arxiv.org/abs/1807.03748,p. 2-4,2 Contrastive Predictive Coding (Eq. 4),INFONCE_NEGATIVE_PAIRS,NONE
OCC-0179,"t_10(1,1)","Sử dụng phân bố mẫu âm (Negative pairs) để đẩy xa các phiên khác nhau  [41],  [21]",Chen2020SimCLR,A Simple Framework for Contrastive Learning of Visual Representations,SUPPORTED,Chen et al. (ICML 2020) xác lập cơ chế học tương phản sử dụng mẫu âm trong mini-batch để đẩy xa các biểu diễn của các phiên khác nhau.,http://proceedings.mlr.press/v119/chen20j.html | p. 2-3 | 2. Method (2.1. The Contrastive Learning Framework),http://proceedings.mlr.press/v119/chen20j.html,p. 2-3,2. Method (2.1. The Contrastive Learning Framework),SIMCLR_NEGATIVE_PAIRS,NONE
OCC-0180,"t_10(1,2)",Ép ma trận tương quan chéo giữa hai view về ma trận đơn vị I  [13],Zbontar2021BarlowTwins,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,SUPPORTED,Zbontar et al. (ICML 2021) thiết lập mục tiêu ép ma trận tương quan chéo giữa hai góc nhìn tiến về ma trận đơn vị I để triệt tiêu dư thừa.,http://proceedings.mlr.press/v139/zbontar21a.html | p. 2-3 | 2. Method (Eq. 1),http://proceedings.mlr.press/v139/zbontar21a.html,p. 2-3,2. Method (Eq. 1),BARLOW_TWINS_CROSS_CORR_IDENTITY,NONE
